index,review,rating,acting,directing,script,sound,fun
1031,감동적입니다!! 성탄절 영화로 딱이네요ㅎㅎ,10,0,0,0,0,0
1032,다시 보니까 너무 재밌고 뭉클하네요...ㅠㅠ,10,0,0,0,0,1
1033,가슴따뜻한 가족영화...  크리스마스인데 또 보고싶네요,10,1,0,0,0,0
1034,아버지 되기 겁나 힘드네 ㅠㅠ,8,0,0,0,0,0
1035,터보맨,8,0,0,0,0,0
1036,크리스마스 시즌에 딱 맞는 아동용 영화로 제격,9,1,0,0,0,0
1037,크리스마스 전 날에 보니 훈훈하네요,10,1,0,0,0,0
1038,겨울되면 생각나는 영화임,10,0,0,0,0,0
1039,어릴적 크리스마스 하면 나홀로집에 보다 먼저 떠오르는 영화~,9,1,0,0,0,0
1040,겁나완전ㅋㅋㅋ잼써♥♥♥♥♥,10,0,0,0,0,1
1041,어렸을때 봤던 최고의 크리스마스 영화 캐빈과 더불어 고전이 된 영화라 할 수 있다.,10,0,0,0,0,0
1042,이 영화부터 아놀드의 코미디 영화가 더이상  재밌지 않다,5,0,0,0,0,1
1043,어릴때 너무재밌게봤는데 커서보니 많이 유치하구나 ㄱ그래도 좋은추억거리^^,6,0,0,0,0,1
1044,원조 아이언맨,10,0,0,0,0,0
1045,유치하다. 하지만 뭐 ㅋㅋㅋㅋㅋㅋ,7,0,0,0,0,0
1046,초딩때 크리스마스SBS특선영화로 보고 녹화해서 100번정도본 명화!!!!,10,0,0,0,0,0
1047,딱 90년대코미디영화,1,0,0,0,0,0
1048,가장이 너무 안쓰럽더라. 마누라 아들 아무도 이해해주지 않고 완벽하기만을 바라네ㅉ,5,0,0,0,0,0
1049,기대하고 봤는데... 요즘 시대에 볼 영화는 아닌듯 하군요...,1,0,0,0,0,0
1050,오랜만에 봤는데 역시 재밌네 ㅋㅋ,10,0,0,0,0,1
1051,ㅋㅋ 최고의 크리스마스 가족영화,10,0,0,0,0,0
1052,나홀로집에 못지 않은 명작 ㅋㅋ,10,0,0,0,0,0
1053,넘넘넘넘넘재밌었어~~   **^^**,10,0,0,0,0,1
1054,아랫분 무슨 심본지 모르겟넹;,10,0,0,0,0,0
1055,크리스마스의 상업적인 면모를 비꼬는 영화,6,0,0,0,0,0
1056,하나부터 열까지 매력 없는 코미디.,3,0,0,0,0,1
1057,어렸을때의 감상으로 평점을 주자면 9점,9,0,0,0,0,0
1058,이영화 나홀로집에감독이 제작하신 영화던데.. 우연찮게 봤는데 넘 잼있었음 ㅋㅋㅋ,9,0,1,0,0,1
1059,지금보긴 별론데.. 사소한 소재로 소소한 재미와 감동을 준 영화임엔 틀림없다.,7,0,0,0,0,1
1060,지상최강의 크리스마스 영화!!!,10,0,0,0,0,0
1061,재미있었지요ㅋㅋ놀드형은 은근히 여러장르에 어울린단 말이지ㅋㅋ,9,0,0,0,0,1
1062,완전 재밌음 ㅋㅋ,10,0,0,0,0,1
1063,옛날 크리스마스이브에 보며 웃던기억이 있는 추억의 영화,9,0,0,0,0,0
1064,나홀로집에 시리즈의 라이벌격,10,0,0,0,0,0
1065,크리스마쓰맞춤영화ㅎㅎ,10,0,0,0,0,0
1066,아놀드형님 은근히 이런 역도 잘어울리심...,10,1,0,0,0,0
1067,아버지의 눈물겨운 아들사랑+크리스마스 무비 스테레오 타입의 훈훈함,10,0,0,0,0,0
1068,경찰아저씨의 굴욕 ㅋㅋ,10,0,0,0,0,0
1069,코미디에도 능한 아놀드,9,0,0,0,0,0
1070,환장하게 웃기고 재밌음. 최고의크리스마스 영화.,10,0,0,0,0,1
1071,마이런이 너무 웃겨서 ㅋㅋ,10,0,0,0,0,1
1072,imdb 평점이 4.9점이라놀랐다. 정말 재밌게봤는데 외국사람들은 졸작으로보나보다.,10,0,0,0,0,1
1073,발상이 뛰어나고 가족 영화로서 손색이 없는 재미를 안겨다준다.,7,0,0,0,0,1
1074,장난감 찾아 삼만리,6,0,0,0,0,0
1075,아놀드도 개그한다. 사실 얼굴이 좀 웃기게 생겼지,6,0,0,0,0,0
1076,액션덩치배우가 개그하는 것도 나름 웃기네,6,1,0,0,0,1
1077,어렸을 때 진짜 재밌게 봤는데 ㅋㅋㅋㅋ,10,0,0,0,0,1
1078,이정도면 나홀로 집에와 비견될만한 크리스마스 가족용 영화~,10,1,0,0,0,0
1079,나홀로집에와 함께 최고의 크리스마스 어린이영화 정말 웃김ㅋㅋ,10,1,0,0,0,0
1080,재미있게 봤던 영화...구봉서씨와 고 서영춘씨의 전성기시절과 까메오로 출연하는 허장강.트위스트 김.송해씨의 모습도 볼 수있음,6,0,0,0,0,1
1081,로또복권1등걸렸는데읽어버렸다면환장하지마지막에좀웃겼다사람들나쁘다,1,0,0,0,0,1
1082,참재미있네요. 혹 이향(운명의 손)이라는배우가나오나요. 비슷한사람이 보여서요.,10,0,0,0,0,1
1083,옛날코미디영화가 훨씬재밌다 연기도 그렇고,10,1,0,0,0,1
1084,옛날 거리풍경도 보고.ㅋㅋ.근데 집이 500만원이면 참 많이 차이난다..,10,0,0,0,0,0
1085,"나도 모르게 중얼거린다 ""재밌네 ㅋㅋ""",8,0,0,0,0,1
1086,ㅋㅋ 옛날 어른들도 연애하는건 똑같었구만 뭐..,7,0,0,0,0,0
1087,지금 EBS에서 보고있는데 아 웃겨ㅋ,10,0,0,0,0,0
1088,지금하고있다.EBS ㅋㅋ 재미있다 .,9,0,0,0,0,1
1089,지금 쓰고 있는 작은 화면으로가 아니라 큰 스크린으로 보고싶네요,10,0,0,0,0,0
1090,연상호의 영화를 좋아하는 편인데 이번 작품은 어떤 깊은 메세지 보다는 재미로만 봐도 충분할 듯. 근데 장형윤 감독 무림일검의 사생활 자판기 졸귀 ㅋㅋㅋㅋ,10,0,1,0,0,1
1091,곱씹으면 씹을수록  이 작품에 녹아있는 엄청난 영양가를 알 수가 있을 것이다.,10,0,1,0,0,0
1092,징그러웟음....,3,0,1,0,0,0
1093,재밌음 갠적으로 사랑은 단백질 편이 가장 재밌음,10,0,0,0,0,1
1094,존잼 꼭 봐보삼,10,0,0,0,0,1
1095,ㅎ재밌다,10,0,0,0,0,1
1096,좋아하는 연상호감독 작품외에 솔직히 재밌게 보기힘들었지만; 국내애니메이션이라 흥미로웠네요.,7,0,1,0,0,1
1097,우리나라 애니메이션에서 빼놓을 수 없는 이름이 하나 더 추가 된 것 같습니다.,10,0,0,0,0,0
1098,재밌따,10,0,0,0,0,1
1099,개인적으로 최규석 작가의 작품을 좋아한다. 한번 보면 계속 생각나는 충격적인 작품.,10,0,0,1,0,0
1100,잼따 킥킥,10,0,0,0,0,1
1101,재밌고 신선해요^^..  모처럼 감성 충전!,10,0,0,0,0,1
1102,ㅋㅋㅋ 괜찮았어요,8,0,0,0,0,0
1103,"""사랑은 단백질"" 캐릭터 너무 재미있네요^^",8,1,0,0,0,1
1104,동화와 풍자에 젖절한 리믹스. 이거보고 한동안 무지하게 웃었다.,10,0,0,1,0,1
1105,"굳!! 세편다 굳!! ""이름은 닭돌이 나이는 8살 닭돌이는 하늘을 날고 싶어 했습니다.""",10,0,0,0,0,0
1106,무림일검의 사생활  사랑은단백질  원티드. 모두 다 좋았습니다^^,10,0,0,0,0,0
1107,한국 애니메이션 화이팅~!!,10,0,0,0,0,0
1108,한국애니의 발전을 빕니다.ㅋ 무림일검의 사생활이 좋던데!!!,10,0,0,0,0,0
1109,무림일검의 사생활!,9,0,0,0,0,0
1110,다 좋은데  언제나 짧아서 아쉬운 단편을 모아서 감상하니까 좋으네요^-^,10,0,0,0,0,0
1111,예고편 보고 기대하고 갔는데 실망이 큽니다. 스토리도.. 웃음은 어디에서??,1,0,0,1,0,1
1112,사랑은 단백질이 좀 짱인데요!,9,0,0,0,0,0
1113,진짜 많이 웃었음.,10,0,0,0,0,1
1114,정신차려..!,5,0,0,0,0,0
1115,무림일검의 사생활이 제일 재미있었습니다. TV애니로 나와도 괜찮을 것 같았어요.,10,0,0,0,0,1
1116,소소한 웃음. 특히 사랑은 단백질에서 돼지저금통  무림일검에서 얼룩말 작렬 ㅎ,10,0,0,0,0,1
1117,한국애니라 애국심 발동해 만점준다,10,0,0,0,0,0
1118,인디애니의 조용한 성공 재미있고 의미있는 단 편 세 개가 이룬 신화,10,0,0,0,0,1
1119,걍 그런듯 해요~&gt&lt,5,0,0,0,0,1
1120,쿨한척  그치만 사실은 전혀 새롭지 않은 시도,6,0,1,0,0,0
1121,ㅋㅋㅋ 또 보고 싶다,9,0,0,0,0,1
1122,재밌었어요^^,10,0,0,0,0,1
1123,많이 웃었다,9,0,0,0,0,1
1124,진짜 너무 재밌게 잘봤어요- 애니 잘 안보는편인데 너무너무 즐거웠습니다 ㅋ,10,0,0,0,0,1
1125,정말  너무 즐거워요 이런 무한한 상상력~~~ 많이 많이 보세요,10,0,0,1,0,1
1126,재밌어요  다 좋지만 최규석씨꺼 특히...,10,0,0,0,0,1
1127,오묘하고  따뜻하고  웃긴 세가지 이야기,10,0,0,1,0,0
1128,한국 애니메이션의 내일이 기대된다.,9,0,0,0,0,0
1129,웬만한 영화보다도 돈 안아깝게 본 애니메이션이다.,10,0,0,0,0,0
1130,난 천재를 믿지않았다. 하지만 난 최규석씨만은 정말 천재중의 천재라 믿는다,10,0,1,0,0,0
1131,이런 명작 애니의 뒷배경에 익숙한 한글  그리고 눈물 나의 꿈,10,0,0,0,0,0
1132,정말 재미있게 봤습니다. 한편 한편 모두 개성이 넘쳐나고요. 보고 후회 안합니다,10,0,0,0,0,1
1133,감탄이 나오는 상상력. 그러나 진부한 한국적애니의 모습이 느껴져 조금 답답.,6,0,1,1,0,0
1134,세개의 단편중에 두번째 이야기  '무림일검의 사생활' 정말 압권입니다.,8,0,0,0,0,0
1135,그대들의 발랄한 창의성에 만세를!,10,0,0,1,0,0
1136,이렇게 웃어보긴 첨이네요. 한국애니도 무한 가능성이 있었군요.,10,0,0,0,0,1
1137,진짜 한국애니메이션 최고에요!,10,0,0,0,0,0
1138,열 쿵푸팬더  안부럽던걸요?,10,0,0,0,0,0
1139,재미있네요^^ 앞으로도 좋은 작품들이 많이 나오면 좋겠습니다~,10,0,0,0,0,1
1140,이런게 진짜 영화아닌가?,9,0,0,0,0,0
1141,굿굿굿~~~입니다~~~,10,0,0,0,0,0
1142,평점 처음해본다. 평론가들은 진짜 모든 영화중에서 10점짜든영화가가 있을려나? 비판하기 바쁘겠다 그리고 스스로 호구라는거를 인정하고 있음...,10,0,0,0,0,0
1143,설정이 별로 공감이 안가고  영화 후반부까지 지리하게 전개되어 흡입력이 떨어진다.,6,0,0,0,0,0
1144,평론가들은 무슨 액션영화만 보고 사셧나;; 저딴것들이 전문가라고 하;;,10,0,0,0,0,0
1145,생각치 못한 짠한 감동..,8,0,0,0,0,0
1146,신을 원망하게 되는 영화..,10,0,0,0,0,0
1147,한순간의 임팩트를 찾는 분들에겐 절때 이해못할 영화라 생각되는 것 중 하나.하지만 영화에 내용을 이해하기위해 본다면 꾸준히 빠져들어있을 수 있는 영화다.개인적으로 현실적인면에서  거리가 멀게 느껴질 내용이였어요. 하지만 정말 끝까지 몰입되는 영화,10,0,0,1,0,0
1148,엔니오 모리꼬네의 The Crisis 음악 차용도 감동에 한 몫 한듯.. 마지막엔 정말 눈물 밖에 안 나옴....,10,0,0,0,1,0
1149,보실영화찾으며 이것저것 기웃거리시는분들 꼭보세요. 아무생각없이 틀었다 눈물흘리며 끝났습니다. 꼭보세요,10,0,0,0,0,0
1150,마지막 십분을 위해 지루함을 견뎌야 한다 마지막 장면은 알면서도 감동받는다,7,0,0,0,0,1
1151,생명과 헌신의 귀중함을 알려주는 영화.,9,0,0,0,0,0
1152,평론가는 무슨 영화감독하고 싸우겠네;;저놈들한텐 도대체 좋은영화란 뭘까?,10,0,0,0,0,0
1153,영화가 끝난 후에 많은 생각을 하게해준 영화.. 개인적으로 꼭 봐야하는 영화로 추천!,9,0,0,1,0,0
1154,좋은영화에요 추천합니다,10,0,0,0,0,0
1155,뭔진 알겠는데... 과정이 지루하네..,5,0,0,0,0,1
1156,왠만한 눈물자집기 한귝영화하곤 비교가 할수없음,10,0,0,0,0,0
1157,오스카를 향한 두번째 시도.. 는 실패,6,0,0,0,0,0
1158,뻔한 전개에도 불구하고 많은 여운을 남겨주는 잔잔한 감동적인 영화,10,0,0,1,0,0
1159,잔잔하면서도 윌스미스의 연기에 매료되어 잔잔할 수 없었던 영화. 또 오랜만에 가슴속에 여운이 남는 영화를 보았네요.,10,1,0,0,0,0
1160,사람을 울리는 영화... 눈물이 아니라 가슴을 마음을 울리는 영화.. 윌 스미스의 잔잔함과 고요함이 있다,9,1,0,1,0,0
1161,말이안나오네요. 표현할수있는 단어가 없어요,10,0,0,0,0,0
1162,평론가들은 무슨 액션영화만 쳐보나,10,0,0,0,0,0
1163,내가 살아갈이유가있어 다행이야,10,0,0,0,0,0
1164,보는 초반엔 이것이 어떤영화 일까 했다. 아무설명 없이 시작하여 중후반 에는 설명이 필요없어 졌고 마지막에는 많은 여운을 남겨주는 잔잔한 감동적인 영화다.,10,0,0,1,0,0
1165,기자 평론가 5점머임?? 제정신임??,10,0,0,0,0,0
1166,마지막에 너무 눈물이 낫다. 감동잇는 영화엿다.,10,0,0,1,0,0
1167,감성 그자체 기자평론5점이 미스테리....,10,0,0,0,0,0
1168,내가 본 영화중에 제일 슬픈영화. 자극적이고 오버스러운 걸 좋아하는 우리나라 관객들한테는 잔잔하고 조용한 영화라서 안먹힌듯 ㅉ,10,0,0,1,0,0
1169,시종 두근두근하고 여운과 감동이 남았음..,8,0,0,1,0,0
1170,선하지 나쁜지 측정하는 이중잣대의 기준은?,6,0,0,0,0,0
1171,마지막10분장면을위해 110분을 너무 지루하게 봤다...수작은 개뿔..그냥 그런영화...평점 6점이 적당함..,1,0,0,0,0,1
1172,울었다 안울었다 십점과 오점자신이 원해서 살인을 저지른 것도 아니거니와 이미 돌이킬 수 없는 일을그를 뉘우치며 다른이들에게로 돌리는 점 작가가 똑똑한게 자신이 사랑하던 애인도 함께 희생자로금 만들다니 스트레스 받지 않으며 눈물을 떨구었던 영화,10,0,0,1,0,0
1173,오랜만에 수작을 봤다. 내 자신이 행복하다는 것을 느낀다.,10,0,0,0,0,0
1174,아주 위험한   목숨값을 사람의 수로 재어보게 만드는 못된 영화다. 만약 이게 자기 자신이 아니라 다른 사람을 죽여 또 다른 7명을 살린다는 설정이었다면? 살인이 숭고한가? 7명을 살린다면?,1,0,0,0,0,0
1175,영화를 보는 내내 밴토마스의 묵직한 책임감이 느껴졌다.,9,0,0,0,0,0
1176,어떻게 살지 고민하게 만드네요..,10,0,0,0,0,0
1177,평점이...참...이좋은 영화를...,10,0,0,0,0,0
1178,감동이....내 가슴에 전해진다..,9,0,0,1,0,0
1179,이런 영화가 이런 평점을 가지고 있는게 안타까울뿐..,9,0,0,0,0,0
1180,어제 다시 봤는데 감동적이네요.,10,0,0,1,0,0
1181,설득력도 감동도 떨어진다,4,0,0,1,0,0
1182,이감독 영화 너무 좋아 ㅜㅜ잔잔하게 잔잔하게 마음 속으로 들어온다,10,0,1,1,0,0
1183,이건 최소 8점은 되야한다...,10,0,0,0,0,0
1184,9점은 넘어야된다고본다. 긴말안한다.  남잔데 보면서 울었다.,10,0,0,1,0,0
1185,윌스미스의 연기..감동적이다 정말로,9,1,0,0,0,0
1186,보기도 전에 댓글보고 스토리를 다알게 됬네요. 평점 매기는건 좋지만..,7,0,0,0,0,0
1187,자밌게 봤습니다 훈훈함,9,0,0,0,0,0
1188,억지...,3,0,0,0,0,0
1189,..꼭 자살이었어야했나,6,0,0,0,0,0
1190,배우들의 연기는  괜찮았다만  플럿을 꼭 이렇게 그지같이 짰어야 하는가? 자살이라는 컨셉 하나로 영화 전체가 X같이 되어 버렸다.,4,1,0,1,0,0
1191,그런 과거의 아픔과 실수의 경험이 있다면  이런 자살로 그 실수를 정당화 하며 빚을 갚을 수 있는거라고 말하는건가? 이게 정말 감동적이며 아름다운가.,3,0,0,1,0,0
1192,이게 뭔 뻘짓이야?,4,0,0,0,0,0
1193,인간을얼마나 깊이 연구하고 관찰했으면 이런시나리오를 쓸수있을까.  그리고 잭니콜슨 수준의 배우라고생각한다 윌스미스는,10,1,0,1,0,0
1194,재밌네뇨,10,0,0,0,0,1
1195,지루한게 문제인게 아니라 좀 작위적이다. 실화인지 아닌지 모르겠지만 사람의 심리 내부를 진정 이해한 영화는 아닌듯. 그냥 도덕 교과서?,3,0,0,0,0,1
1196,결론이 극단적이긴했지만 이 영화가 와닿지 않았다면 당신은 아직 살면서 정신적이나 육체적으로 죽음의 느낌을 못 느껴본 행복한 사람,8,0,0,1,0,0
1197,조용한 감동..,10,0,0,1,0,0
1198,윌스미스 연기때문에 감동머긋다ㅠㅠ,8,1,0,0,0,0
1199,아랫분 말대로 이거 수작이에요. 정말 재밌게 봤습니다.,10,0,0,0,0,1
1200,꼭 눈물을 빵 터트려야만 잘만든건 아니다. 우울하고 잔잔한 감정을 영화내내 유지하는것도 능력이다. 그리고 그 감정을 표현한 윌스미스의 연기는 최고다. 이렇게 섬세할수가 없다.,10,1,0,1,0,0
1201,윌스미스 연기는 정말 극찬하고싶다. 근데 극 전개 속도가 너무 느려서 답답하고 짜증남. 시종일관 참담하고 암울한 분위기에 전달하고자 하는건 알겠는데 연출이 아쉬움.,6,1,1,1,0,0
1202,삶을 이어나가려는 희망의 문턱을 끝내 넘지 못하고 절망으로 되돌아오는 그 장면은 쉽게 못잊을 것 같다.헌신적 이타성..에 대한 초점보다도  절망과 우울과 죄책감을 이겨내려는 한 남자의 과정으로 생각하면 어떨런지.,8,0,0,0,0,0
1203,행복을 찾아서를 뒤이어서 역시 윌스미스 연기에 반햇다 스토리도 좋고,10,1,0,1,0,0
1204,연기 폭이 정말  넓은 윌 스미스.,10,1,0,0,0,0
1205,찡했네요.. 끝부분에 주인공으로 인해 행복받은 이들의 감동이 크게 전해지질않아 아쉽네요..,8,0,0,1,0,0
1206,눈물을 흘리게 되있다.,9,0,0,1,0,0
1207,굿////////////////////,10,0,0,0,0,0
1208,알듯 모를듯 시작하는 스토리에 점점 몰입해져가는 제 자신을 보다 문득 흐르는 눈물을 주체하지 못했을때 비로소 이 영화의 참 맛을 알게되었다.,10,0,0,1,0,0
1209,약간 비현실적이기도하지만... 몰입잘되고 감동적이네요. 극장에서 봤더라면 더 좋았을것같아요.,10,0,0,1,0,0
1210,바쁘신 분들은 끝부분만 보세요. 영화자체는 지루함,6,0,0,0,0,1
1211,뭘까  하면서 봤다가 눈물 펑펑 흘린 영화,10,0,0,1,0,0
1212,정말 소름끼치도록 뭉클한 영화였다.,10,0,0,1,0,0
1213,당신에게 심장이 있다면 충격적이어서 감동적인 영화 그리고 마지막 따뜻함 ,10,0,0,1,0,0
1214,진짜 명작이 끝난 후에는 몇 분간 움직일 수 없죠 ...공감하실겁니다..최고네요,10,0,0,1,0,0
1215,자살...이런 방식은 어때? 타인의 생명의 무게를 짊어져 본 자 만이 안다.,8,0,0,0,0,0
1216,자신의죄를 사죄하기위해 희생으로 슬프고가슴을따뜻하게만드는영화네요,10,0,0,1,0,0
1217,윌... 난 당신이 참 좋아.,8,1,0,0,0,0
1218,연기도 좋고 다 좋은데.. 별로 공감이 안갔다..,7,1,0,1,0,0
1219,기대하지않고 집중해서 본다면 감동적인 영화일듯,7,0,0,1,0,0
1220,공감하기 힘든영화,6,0,0,1,0,0
1221,좀 지루하지만 그래도 휴머니즘이 있다,8,0,0,0,0,1
1222,이런 신파극 별로 안좋아하는데 그래도 슬픈건 어쩔 수 없음...ㅠㅠ,10,0,0,1,0,0
1223,스토리가 뻔해서 재미없으면 반전영화를 빼곤 다 영화가 아니냐? 말이되는소릴해야지,9,0,0,0,0,0
1224,이게 진짜 영화임,10,0,0,0,0,0
1225,감동적이다.,10,0,0,1,0,0
1226,뻔해도...그래도 뭔가가있어...,10,0,0,1,0,0
1227,삭막한 세상에 한줄기 뜨거운 눈물이 될 수 있는 영화-.,8,0,0,1,0,0
1228,꼭 그래야만 했을까 ...,7,0,0,0,0,0
1229,스토리가 너무 뻔해서 깜짝 놀랐다 진짜 이게 끝인가? 하며...,3,0,0,1,0,0
1230,가슴이 저려오는 영화..,10,0,0,1,0,0
1231,감동적이네요.. 좋은영화입니다!!,10,0,0,1,0,0
1232,두렵고 외로웠던 그는 마침내 해 냈다. 남달랐지만  사랑덕에 진정으로 행복해진 그와 일곱 명.,9,0,0,1,0,0
1233,아쉬운 후회뒤에 오는 삶의 의미상실이 주는 마음들을 승화시킨 영화! 사랑했다면?,8,0,0,1,0,0
1234,그는  그의 상황에서  그의 정답을 찾아냈다.....,10,0,0,0,0,0
1235,뒤늦게 봤지만 후회없고  오랜만에 마음을 움직인  순간...,9,0,0,0,0,0
1236,가슴 따뜻한 영화,10,0,0,1,0,0
1237,난 괜찮게본영화  10점만점은 아닌듯.하지만은,8,0,0,0,0,0
1238,훈훈하게 봤다... 눈물은 안나더라ㅠ,8,0,0,0,0,0
1239,보는 내내 얼굴에 들어나 있던 비장한 결심,8,0,0,0,0,0
1240,잼써요! 전설의 짹짹이 3마리 대 바다의 신 루기아!,10,0,0,0,0,1
1241,진짜 추억 돋는다. 나 진짜 어렸을 때 천안 소극장에서 이 영화 봤는데ㅋㅋㅋ 그 때 엄마가 사줘서 웰치스 처음 먹어봄,10,0,0,0,0,0
1242,포켓몬 걍무조건10점,10,0,0,0,0,0
1243,재미있다아아아ㅡㅡ!!,10,0,0,0,0,1
1244,.,10,0,0,0,0,0
1245,이후의 극장판과 비교해서 못한 편은 아니지만 1탄과 비교했을 땐 아쉽다.,1,0,0,0,0,0
1246,종아요,10,0,0,0,0,0
1247,포켓몬스터 시리즈중 1기.2기가 가장 재밌다 나머진 다 스토리도 별로고 너무 재미없음..,10,0,0,1,0,1
1248,스릉흔드 루기아!,10,0,0,0,0,0
1249,완전 대박 잼있음~ 또보고 싶다.,7,0,0,0,0,1
1250,추억만 가지고 이 시리즈를 다 보겠다는 야무진 계획은 역시 무리였나.,3,0,0,0,0,0
1251,재밋어 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,10,0,0,0,0,1
1252,아 완전 재미있어 내가루기아라면 새계최고가 됬겠다 ㅋㅋ,10,0,0,0,0,1
1253,재미있다,10,0,0,0,0,1
1254,재미있다.,10,0,0,0,0,1
1255,cjhlogix님말에 백번공감합니다 특히 루기아 테마곡은 원판보다 웅장하며 최고임,10,0,0,0,0,0
1256,굳굳구둑ㄷ,10,0,0,0,0,0
1257,넘좋아요!!!!!!!!!!!!!!!!!!!!!!,10,0,0,0,0,0
1258,배리굿,10,0,0,0,0,0
1259,진짜 잼있ㅋㅋ,10,0,0,0,0,1
1260,루기아 물에 풍덩,10,0,0,0,0,0
1261,좋아요.,10,0,0,0,0,0
1262,아... 하트골드  소울실버!!!,10,0,0,0,0,0
1263,와 진짜 재밌어 루기아 죽엇다가 계속 살아나네 쩐다ㅜ.ㅜ,10,0,0,0,0,1
1264,제미있었고 잘보았습니다.,10,0,0,0,0,1
1265,루기아와 프리져 썬더 파이어가나오니까.,10,0,0,0,0,0
1266,해해어떻게보조?ㅋㅋ,1,0,0,0,0,0
1267,해이해이,10,0,0,0,0,0
1268,아주 재미있습니다.,10,0,0,0,0,1
1269,루기아가 멋있네요.,10,0,0,0,0,0
1270,원작보다는 영어로된 The power of one  이 더 좋다. 포켓몬 극장판중 최고다.,10,0,0,0,0,0
1271,아~.. 비디오로 빌려서 본 기억이.. 다운 받아서도 보고 흠흠~,8,0,0,0,0,0
1272,루기아짱,10,0,0,0,0,0
1273,루기아는 계속 쓰러젔다가 다시 살아남....,6,0,0,0,0,0
1274,포켓몬스터극장판11기 보단 재밌음 님들아 그거보지마삼,8,0,0,0,0,1
1275,파괴광선 쩔어여,10,0,0,0,0,0
1276,약간 허무-_-??,7,0,0,0,0,0
1277,굳,10,0,0,0,0,0
1278,뮤츠의역습 결정탑의엔테이 3편 합쳐서 이게 제일 유치하고 재미없군요 그러나 10점?,10,0,0,0,0,1
1279,아마 굉장히 돈되는 영화일듯 ㅋ,10,0,0,0,0,0
1280,개인적으로 가장 좋아하는 ㅋㅋ,10,0,0,0,0,0
1281,재미도 있었고 상업성은 넘쳤고,10,0,0,0,0,1
1282,포켓몬은 TV판보다는 극장용이 났다,7,0,0,0,0,0
1283,이게 제일 괜찮은 것 같은데?,10,0,0,0,0,0
1284,작화력도 연출력도 괜찮았으나.. 포켓몬스터의 한계란..,8,0,1,0,0,0
1285,그럭저럭...,10,0,0,0,0,0
1286,나름대로 볼만함 스토리도 그런대로 갖춰져 있고,5,0,0,1,0,0
1287,보고나니 허탈함...,5,0,0,0,0,0
1288,제 아이가 보니까 너무 재미있어요 추천해요 ^^,10,0,0,0,0,1
1289,내가10점주면 평점이 봐뀔것같다 ㅋㅋ,10,0,0,0,0,0
1290,전작보단 덜하지만 그래도 재밌다,9,0,0,0,0,1
1291,포켓몬스터4년만에 다시보는건데..간만에 잼있었다 ㅎ,8,0,0,0,0,1
1292,이건 뮤츠의 역습이랑 완전 딴판 ㅡㅡ 이게 영화라니,2,0,0,0,0,0
1293,일본판보다 미국판을 추천합니다.,5,0,0,0,0,0
1294,꽤나 환상적으로 화려하지만  이게 영화인가?,4,0,1,0,0,0
1295,영화로는 만들지 말았어야..,2,0,0,0,0,0
1296,나 아직 루기아의 탄생 못 봤는데 보고싶다.그런데 루기아 멋있당!!!,10,0,0,0,0,0
1297,뮤츠의역습보고싶다!,10,0,0,0,0,0
1298,노다메의 내적 갈등과 그걸 풀어나가는 과정이 참 좋았고..무엇보다 역시 클래식이 좋다는걸 새삼 느꼈다. 노다메의 쇼팽 피아노 협주곡 1번은 최고였다..조금만 더 길게 보여줬으면 하는 아쉬움이..ㅠㅠ,10,0,0,1,0,0
1299,인생영화입니다정말루 ㅠㅠㅜ,10,0,0,0,0,0
1300,드라마와 함께 보면 엄청난 재미! 클래식에 빠져들게됨!!,10,0,0,0,0,1
1301,영화가 막 끝났을때 정말 가슴이 벅차다고 할까 이대로 끝나지 않았으면 하구...ㅋㅋ 여운이 강하게 남네요vol.1은 솔직히 어수선한 느낌이 많이 들었는데 마지막편 답게 강한 여운을 주고 가네요~이 허전한 마음 뒤로 접고 다른 작품을 찾아봐야겠네요~,10,0,0,1,0,0
1302,뭔가 드라마를 봐야재밌을거같은데... ㅎㅎ,9,0,0,0,0,1
1303,장난아니지...노다메...연기력 쩔고...ㄸ,10,1,0,0,0,0
1304,늘 나를 웃게 하는 영화.우에노 쥬리 타마키 히로시는 곧 노다 메구미와 치아키 신이치 그 자체였다.,10,0,0,0,0,0
1305,노다메가 여기서 끝인게 아쉽지만 클래식에 대해서 호감이 생겼고  우리 우에노 주리 졸예다. 사랑스러운 우에노 주리 수고했어요,10,0,0,0,0,0
1306,이거 보람이랑 비디오방에서 봤던 영화...그거밖에 기억이 안난다.,6,0,0,0,0,0
1307,보고난뒤 온몸에 전율이 흐르는 영화는 이게 첨이야  > ㅅ <말이 더 필요한가요?,10,0,0,0,0,0
1308,이게 끝이라니 ㅠㅠㅠㅠ,10,0,0,0,0,0
1309,저축한 갈등을 양분 삼아 쭉쭉 자라기엔….,5,0,0,0,0,0
1310,멀게만 느껴졌던 클래식을 남녀노소뿐만 아니라 젊은 청년들이 클래식과 좀더 가까워질수 있게 만든 명작이에요. 노다메 칸타빌레는 절대 장난스런 작품이 아닙니다. 그 어떤것보다 진지한 작품이에요. 그런 진지한 작품을 한국이 개똥으로 망쳐놨음 ㅡㅡ,10,0,0,0,0,0
1311,최고의 걸작영화!!!!,10,0,0,0,0,0
1312,최고...!!!~~~~,10,0,0,0,0,0
1313,후속은 또 안나오려나~~,10,0,0,0,0,0
